ITEMNAME,sales_channel,unit_weight
AMERICAN TECHNOLOGY CLEAR DEGREASER     55G DRUM,NON-DISTRIBUTION,480
MILFORM OAK DRAW 530     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,32
PENTRATE ULTRA LIQUID TS     1249L/330G,NON-DISTRIBUTION,4100
PERKOOL 4110-D      55GL DRUM,NON-DISTRIBUTION,456
PENTRATE ULTRA LIQUID     201L/53G,NON-DISTRIBUTION,650
ACG-1     2800LB TOTE,NON-DISTRIBUTION,2800
YELLOW DEXTRIN     50# BAG,NON-DISTRIBUTION,50
PERKOTE 40-264-C      5GLPL,NON-DISTRIBUTION,36
STRIPAL 3 LIQUID     55GL DRUM,NON-DISTRIBUTION,612
POWERCLEAN 1900       55GL DRUM,NON-DISTRIBUTION,477
MULTI-TERJ 1012      18.9L/5G,NON-DISTRIBUTION,42
TECHNIPREP F 1865     55G DRUM,NON-DISTRIBUTION,541
LAB OIL 100     18.9L/5G,NON-DISTRIBUTION,38
PERCHEM 1142    1249L/330G,NON-DISTRIBUTION,2098
TECHNICLEAN F 1214     55G DRUM,NON-DISTRIBUTION,569
TEMPERING A PINK W/O     400 LB   FDR,NON-DISTRIBUTION,400
ALTRABRITE JZ 66      300 LB   FDR,NON-DISTRIBUTION,300
SPARTAN TL 175     2040 LB   TOTE,NON-DISTRIBUTION,2052
CIMTECH 3200-VLZ     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,490
6019-150 - DIESTER AIR COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,38
SUNEX 262 IS F   55G DRUM,NON-DISTRIBUTION,436.9182875
ROYCO 782   55G DRUM,NON-DISTRIBUTION,235
6061-32 - FG AIR COMP LUBE   1QT 12X1 CASE FS,NON-DISTRIBUTION,22
NO BLEED II     208L/55G,NON-DISTRIBUTION,397
GX LUBE 715     5G PAIL,NON-DISTRIBUTION,34
GF PHOS 417       330G TOTE,NON-DISTRIBUTION,3095
GF DEFOAM 1075      5GLPL,NON-DISTRIBUTION,42
MBR-3623      DRUM,NON-DISTRIBUTION,526
ERUCILUBE M     BULK GALLONS,NON-DISTRIBUTION,7.604500000000001
2384-46 - SYN MV AW HYDR FLUID   55GL DRUM BLK,NON-DISTRIBUTION,388
PHOS DIP 47 ADDITIVE     204L/54G,NON-DISTRIBUTION,650
GX COOL 3990MM   1249L/330G TOTE,NON-DISTRIBUTION,2583
COAGULITE 101      208L/55G,NON-DISTRIBUTION,646
CDL-2848      18.9L/5G,NON-DISTRIBUTION,41.5
CIMSTAR 60LF     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,476
GX PROOF 5050      55G DRUM,NON-DISTRIBUTION,486
TECHNICLEAN F 2512     5G PAIL,NON-DISTRIBUTION,42
6245-22 - PARTIAL-SYN VAC-PUMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,35
6488-220 - LT SYN SIL FRZR LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,32
GX SO 8231      55G DRUM,NON-DISTRIBUTION,379
2083-22 - SYN FG AIR TOOL LUBE   5GL PAIL BLK,NON-DISTRIBUTION,37
4055-150 - PAG AC COMP LUBE - R134A   275GL TOTE,NON-DISTRIBUTION,2074
2560-40 - WS CUTTING FLUID   55GL DRUM BLK,NON-DISTRIBUTION,401
CIMPERIAL1011     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,42
6321-46 - OEM PAGR AIR COMP LUBE   16OZ 12X1 CASE FC,NON-DISTRIBUTION,11
SUPER KLEEN ULTRA      18.9L/5G *D,NON-DISTRIBUTION,46
6321-46 - OEM PAGR AIR COMP LUBE   1GL 4X1 CASE,NON-DISTRIBUTION,29
6035-150 - DIESTER HP-BA COMP LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,30
MORPHOS 1305     400 LB   FDR,NON-DISTRIBUTION,400
CIMTECH 304MA BLUE     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,45
CIMVANTAGE CSS-NR3     275G / 1041L TOTE,NON-DISTRIBUTION,2299
GX COOL 3890CSL     55G / 208L BLACK STEEL DRUM,NON-DISTRIBUTION,447
GF ADJUST 748       55G DRUM,NON-DISTRIBUTION,587
MILFORM 10-14M     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,474
JACKHAMMER-3X     55G DRUM,NON-DISTRIBUTION,500
TECHNISTRIP MS 64     55G DRUM,NON-DISTRIBUTION,531
PERKOTE 30-305      55GL DRUM,NON-DISTRIBUTION,388
2082-220 - SYN FG GEAR LUBE   55GL DRUM GRN,NON-DISTRIBUTION,402
TREO GENERAL PURPOSE CLEANER     4X1 GL CASE,NON-DISTRIBUTION,36
CHEMICO 7832 (DUBOIS SALES SKU)     1249L/330G TOTE,NON-DISTRIBUTION,2700
MITFLOC 5117P      BAG,NON-DISTRIBUTION,50
BLUE COOL S2655 PMX     TOTE,NON-DISTRIBUTION,2785
DOUBLE-CUT ONYX 36      208L/55G,NON-DISTRIBUTION,366
ROCKCUT 325   55G DRUM,NON-DISTRIBUTION,447.7535
CLEANER 413-A-LT     BULK GALLONS,NON-DISTRIBUTION,8.777000000000001
POLY D-TAC SF      197L/52G,NON-DISTRIBUTION,450
6061-32 - FG AIR COMP LUBE   5GL PAIL GRN,NON-DISTRIBUTION,36
SYNTHETIC COMPRESSOR LUBE 3100   5G PAIL,NON-DISTRIBUTION,37.587
VALRUST 1631   275G/1040L TOTE,NON-DISTRIBUTION,2127.0635
BAZOOKA BLAST HAND SOAP     CASE/4,NON-DISTRIBUTION,34
ALTRABRITE EZ 500     400 LB   FDR,NON-DISTRIBUTION,400
GF CLEAN 6465XY      55G DRUM,NON-DISTRIBUTION,542
EP 100     5GLPL,NON-DISTRIBUTION,37
NIPLATE 200B     55GL DRUM,NON-DISTRIBUTION,568
GF CLEAN 410     55G DRUM,NON-DISTRIBUTION,537
DUJEL 300      208L/55G,NON-DISTRIBUTION,479
DRYLUBE 2000     250 LB   FDR,NON-DISTRIBUTION,250
DEPRESS 1530     275G TOTE   (15),NON-DISTRIBUTION,2200
TECHNIBRITE NI 447     5G PAIL,NON-DISTRIBUTION,44
CIMSTAR 40B PINK     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,44
PERLUBE WL-68-D      330GL PL TOTE,NON-DISTRIBUTION,2461
PERDRAW 2553      208L/55G,NON-DISTRIBUTION,442
2517-68 - NXT 717-HD - AM-RC OIL   5GL PAIL BLK,NON-DISTRIBUTION,36
ADDITIVE 16P     18.9L/5G PAIL,NON-DISTRIBUTION,49
ADDITIVE 16P     208L/55G DRUM,NON-DISTRIBUTION,539
PERKOOL 4110-NC 10% PREMIX     330G TOTE,NON-DISTRIBUTION,2743
2244-46 - SEMI-SYN AW HYDR FLUID   55GL DRUM GRN,NON-DISTRIBUTION,397
4424-22 - NXT POE-XLT - RC OIL   1QT 12X1 CASE MTL,NON-DISTRIBUTION,23
ACCUCOOL WS 15     5GLPL,NON-DISTRIBUTION,38
C-LUBE 10     250# DRUM,NON-DISTRIBUTION,250
MOBILLITH SHC 460   CASE,NON-DISTRIBUTION,3.5
POLYDRAW TOPAZ 6323      1249L/330G,NON-DISTRIBUTION,2948
INDUSTRIAL 170   55G/208L DRUM,NON-DISTRIBUTION,362
MOBIL DTE LIGHT      5GLPL,NON-DISTRIBUTION,45
SYNTHETIC GEAR OIL 150   5G PAIL,NON-DISTRIBUTION,37.775675
SPECTRA RED X     5GL PAIL,NON-DISTRIBUTION,48
VISCOOL 5127   330G/1250L TOTE,NON-DISTRIBUTION,2748.5733333333337
TROJAN 46 AW   55G/208L DRUM,NON-DISTRIBUTION,438.2786563106795
PERLUBE AW-46-S      BULK GALLONS,NON-DISTRIBUTION,7.306349999999999
ANGLER 120F     55G DRUM,NON-DISTRIBUTION,369
PERLUBE AW-46-S      330GL PL TOTE,NON-DISTRIBUTION,2403
SPIRIT 126      208L/55G,NON-DISTRIBUTION,349
SECURE PRO 2001      208L/55G,NON-DISTRIBUTION,601
PERKOOL 9934       55GL DRUM,NON-DISTRIBUTION,447
4025-100 - POE MOBILE AC COMP LUBE   330GL TOTE,NON-DISTRIBUTION,2426
ULTRAMATE 2400     18.9L/5G,NON-DISTRIBUTION,39
PERLUBE AW-32-S       BULK GALLONS,NON-DISTRIBUTION,7.266149999999999
PARQUENCH 60     1249L/330G,NON-DISTRIBUTION,2823
TECHNIBRITE NI 205     55G DRUM,NON-DISTRIBUTION,523
DUSLAM II      208L/55G,NON-DISTRIBUTION,466
SPIN FIN 106-1     489 LB DRUM,NON-DISTRIBUTION,489
TRANSIT-JEL      18.9L/5G,NON-DISTRIBUTION,44
MOBIL SHC GEAR 6800  390LB DRUM,NON-DISTRIBUTION,390
PROMEX CMT1.5     55-GAL DRUM,NON-DISTRIBUTION,472
ACCUDRI 1982     275G TOTE,NON-DISTRIBUTION,1791
SPECTRUM DA     208L/55G,NON-DISTRIBUTION,500
POLYDRAW TOPAZ 17 CS      208L/55G,NON-DISTRIBUTION,462
CIMPERIAL 1011 GREEN     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,42
OAKFLO DSO 650 BLUE   55G / 208L G&G STEEL DRUM,NON-DISTRIBUTION,466
CIMCLEAN OAK GREEN     55G / 208L WHITE PLASTIC DRUM,NON-DISTRIBUTION,491
TROJAN 46 AW2 ULTRA CLEAN   350G TOTE,NON-DISTRIBUTION,3127.0862
DURACUT CUTTING OIL 260   55G DRUM,NON-DISTRIBUTION,467.0508
DS - REGENT 270-4   BULK (GAL),NON-DISTRIBUTION,7.559275
ROCKFORM 92   55G DRUM,NON-DISTRIBUTION,467.9488
TECHNIPREP A 512     5G PAIL,NON-DISTRIBUTION,52.8
ERACE      400 LB   FDR,NON-DISTRIBUTION,400
ENVIROSYN AW 46     208L/55G DRUM,NON-DISTRIBUTION,422
POLYDRAW AMBER 18 VO      208L/55G,NON-DISTRIBUTION,358
PERDRAW 3270     BULK GAL,NON-DISTRIBUTION,8.339825
ROCKCUT 262 CA   55G DRUM,NON-DISTRIBUTION,426.93463
ALU-BRAZE 860     100 LB   FDR,NON-DISTRIBUTION,100
THERMO-QUENCH W/O     50 LB   BAG,NON-DISTRIBUTION,50
SCALE KLEEN 9     500 LB   MDR,NON-DISTRIBUTION,500
7113 SYNTHETIC ENGINE OIL 10W30  208L/55G DRUM,NON-DISTRIBUTION,392
ALTRABRITE H 90      250G TOTE,NON-DISTRIBUTION,2209
ROCKWAY 220-S   275G/1040L TOTE,NON-DISTRIBUTION,2387.2697749999998
CAVALIER 46   55G DRUM,NON-DISTRIBUTION,443.9371052631579
4416-68 - SYN GC LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
5032-15 - RESCUE - CONC COMP CLN   55GL DRUM BLK,NON-DISTRIBUTION,408
PERKOTE 10-376-A      55GL DRUM,NON-DISTRIBUTION,489
PERLUBE SYN-PLUS 46-AC      5GLPL,NON-DISTRIBUTION,42
ACCUCUT 134R     55G DRUM,NON-DISTRIBUTION,429
2243-46 - MIN-OIL AW HYDR FLUID   5GL PAIL BLK,NON-DISTRIBUTION,36
TECHNICOAT OD B     55G DRUM,NON-DISTRIBUTION,514
6096-32 - CALDERA 7 - SIL HTF   5GL PAIL WH,NON-DISTRIBUTION,40
BLUE STAR HL 6875/68     320G TOTE,NON-DISTRIBUTION,2460
MONITROL PLUS PBB      3 x 4.72 KG / 10.4 LB,NON-DISTRIBUTION,31.2
TECHNICLEAN N 326 L     250G TOTE,NON-DISTRIBUTION,2895
SP REMOVER     4 X 3.78L/1G JUG,NON-DISTRIBUTION,31
PERKLEEN 1380-H      330GL PL TOTE,NON-DISTRIBUTION,3000
LC-2811-ARI-RP     BULK GALLONS,NON-DISTRIBUTION,8.96125
DUJEL 870      1249L/330G,NON-DISTRIBUTION,2742.3
PHOS DIP 10B     325GL TOTE,NON-DISTRIBUTION,3900
SUNEX 4036 LOW VISCOSITY   55G DRUM,NON-DISTRIBUTION,435.065725
ROCKCUT 262 LITE   55G/208L DRUM,NON-DISTRIBUTION,426.649525
SLICK-EM-5000     BULK GALLONS,NON-DISTRIBUTION,8.576
PERKOOL 5250-TFW BLUE     208L/55G DRUM,NON-DISTRIBUTION,455
GX DRAW 3055LE      5GLPL,NON-DISTRIBUTION,41
6531-680 - SYN GEAR & BEARING FLUID   5GL PAIL BLK,NON-DISTRIBUTION,37
2384-46 - SYN MV AW HYDR FLUID   16OZ 12X1 CASE FC,NON-DISTRIBUTION,10.599999999999998
4416-150 - SYN GC LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
4540-150 - NXT 4540 - NGC LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,33
STAR CLEAN 1154     18.9L/5G PAIL,NON-DISTRIBUTION,44
ROCKFORM 404 B LV   55G DRUM,NON-DISTRIBUTION,514.2111833333333
BLUE COOL S2550 VS     TOTE,NON-DISTRIBUTION,2743
900 MELTING POINT REDUCER     400 LB   FDR,NON-DISTRIBUTION,400
OAK FB 2293     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,536
TROJAN 46 AW   5G/19L PAIL,NON-DISTRIBUTION,39.536923214285714
6284-46 - ENHANCED BIO HYDR FLUID   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
QUENCH OIL 1070     BULK DELIVERY,NON-DISTRIBUTION,7.152249999999999
SYNTHETIC GEAR OIL 220   275G TOTE,NON-DISTRIBUTION,2222.1067
CIMTECH GL2015     55G / 208L BLUE PLASTIC DRUM,NON-DISTRIBUTION,503
2755-30 - NXT APL - SYN OIL   5GL PAIL GRN,NON-DISTRIBUTION,36
6042-100 - RUN-CLEAN AIR COMP LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29.2
2090-15 - FG WHITE OIL   55GL DRUM BLK,NON-DISTRIBUTION,387
7815 WS RUST PREVENTIVE   55G DRUM,NON-DISTRIBUTION,385.0626
CIMCLEAN PRODUCTO SP-603RP     55G/208L WHITE PLASTIC DRUM,NON-DISTRIBUTION,476
BLUE STAR GG 8100/320     DRUM  (7),NON-DISTRIBUTION,482
PERKOTE 30-248-QD      55GL DRUM,NON-DISTRIBUTION,359
BLUE STAR XE 9800/460-1     KEG (LINED),NON-DISTRIBUTION,120
3150-EP2 - NXTGEL 3150 - FG PIPE GEL [GN]   1GL PAIL BLK,NON-DISTRIBUTION,7.75
2032-1500 - SYN EP GEAR LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,30
OXICOAT ACCELERATOR     100 LB   FDR,NON-DISTRIBUTION,100
2015-100 - SYN 8000 HR COMP LUBE   1GL 4X1 CASE,NON-DISTRIBUTION,29
PEN DIP 300     1249L/330G,NON-DISTRIBUTION,2233
2032-460 - SYN EP GEAR LUBE   55GL DRUM BLK,NON-DISTRIBUTION,416
TECHNICOAT OD 500 M     55G DRUM,NON-DISTRIBUTION,643
PERKUT 317-32     BULK GALLONS,NON-DISTRIBUTION,7.6731750000000005
CW-981L     1/4 DRUM,NON-DISTRIBUTION,136
FILMITE SB      189L/50G   (21),NON-DISTRIBUTION,393
TECHNIBRITE ANC WC II COND.     100# KEG,NON-DISTRIBUTION,100
TECHNICOAT OD 500 M     5G PAIL,NON-DISTRIBUTION,58.4
2015-46 - SYN 8000 HR COMP LUBE [GN]   5GL PAIL BLK,NON-DISTRIBUTION,36
DS-9-301     197L/52G,NON-DISTRIBUTION,532
DURABLACK LIQUID     1041L/275G TOTE,NON-DISTRIBUTION,3112
MULTI-TERJ 4012      1041L/275G,NON-DISTRIBUTION,2778
RUST PREVENTIVE 1500      1GL JUG,NON-DISTRIBUTION,7
PERLUBE S-22      5GLPL,NON-DISTRIBUTION,36
CIMSTAR 60C-HFP BLUE     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,43
CIMCLEAN MC-MULTI KLEEN     275G / 1041L TOTE,NON-DISTRIBUTION,2386
LASER-TERJ      208L/55G,NON-DISTRIBUTION,542
MBC 10:5     275-GAL TOTE,NON-DISTRIBUTION,2310
4425-32 - NXT POE - RC OIL   5GL PAIL BLK,NON-DISTRIBUTION,38
MITFLOC 5791L      DRUM,NON-DISTRIBUTION,589
GALAXY LEAN COAT 416      55G DRUM,NON-DISTRIBUTION,477
2217-68 - SEMI-SYN TURBINE FLUID 55GL DRUM BLACK METAL,NON-DISTRIBUTION,396
2033-68 - NXT 717 - PREM AM-RC OIL   5GL PAIL WH,NON-DISTRIBUTION,36
FORM OIL 920     18.9L/5G PAIL,NON-DISTRIBUTION,38
DOUBLE-CUT IVORY 95 HE      208L/55G,NON-DISTRIBUTION,435
2296-1 - CALDERA 21 - ULT HTF   55GL DRUM,NON-DISTRIBUTION,387
DUBOIS 103 SW      1249L/330G,NON-DISTRIBUTION,2807
CIMGUARD OAK PROTECT 2405     275G / 1041L TOTE,NON-DISTRIBUTION,1818
TROJAN 46 AW GII   55G DRUM,NON-DISTRIBUTION,434.0395
CIMSTAR QUAL STAR PINK     275G / 1041L TOTE,NON-DISTRIBUTION,2307
CIMTECH 200     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,44
GX COOL 3890     330GL TOTE,NON-DISTRIBUTION,2695
MILPRO WAY 32     5G / 19L BLACK PLASTIC PAIL (NET),NON-DISTRIBUTION,38
CIMFREE VG-9000   55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,436
PERKOOL 767-WM         55GL DRUM,NON-DISTRIBUTION,487
C-LUBE EX4M     460# DRUM,NON-DISTRIBUTION,460
PERKOOL 756-LS      55GL PL DRUM,NON-DISTRIBUTION,487
DF-462     5GL PAIL,NON-DISTRIBUTION,44
LC-BLACK STREAK REMOVER-200     BULK GALLONS,NON-DISTRIBUTION,8.71
CIMPERIAL 18P     275G / 1041L TOTE,NON-DISTRIBUTION,2140
SIL-KLEER-17-S      BAG  (14),NON-DISTRIBUTION,25
INHIBIT YM     208L/55G,NON-DISTRIBUTION,470
STAR CLEAN 1149     330GL TOTE,NON-DISTRIBUTION,2796
SUPER SHEEN NT     208L/55G DRUM,NON-DISTRIBUTION,578
COAGULITE 200      208L/55G,NON-DISTRIBUTION,600
SP-600 HIGH TEMP SYN CHAIN LUBE     18.9L/5G PAIL,NON-DISTRIBUTION,40
BLUE STAR HL 6810/32     PAIL (5),NON-DISTRIBUTION,37
IRU-10       208L/55G,NON-DISTRIBUTION,484
DUJEL 200      208L/55G,NON-DISTRIBUTION,500
6019-46 - DIESTER AIR COMP LUBE   5GL PAIL RD,NON-DISTRIBUTION,38
ACCUBRAID OIL V 34M     250G TOTE,NON-DISTRIBUTION,1685
PERCHEM 4100       55GL DRUM,NON-DISTRIBUTION,451
USL-136 HIGH TEMP GREASE     CASE 10/CARTIDGES,NON-DISTRIBUTION,15
HUSKIE TYPE F TRANSMISSION FLUID   275G TOTE,NON-DISTRIBUTION,1997
2037-68 - NXT 717-FG - AM-RC OIL   275GL TOTE,NON-DISTRIBUTION,1980
OAKFLO DSS 700     55G / 208L G&G STEEL DRUM,NON-DISTRIBUTION,468
FERRO-TERJ 1070      1249L/330G,NON-DISTRIBUTION,3924
GX CLEAN 5365V     1249L/330G,NON-DISTRIBUTION,2947
METAL CONDITIONER 50-NOF     55G DRUM,NON-DISTRIBUTION,500
FCR OF Q1080F-DONAHOO   BULK (GAL),NON-DISTRIBUTION,7.0953
CIMTECH 495H GREEN     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,488
2184-220 - SYN FG CHAIN LUBE [SLFI]   275GL TOTE,NON-DISTRIBUTION,2006
6934-120 - TRIESTER HP-BA COMP OIL   1QT 12X1 CASE FS,NON-DISTRIBUTION,24
2015-68 - SYN 8000 HR COMP LUBE [PR]   5GL PAIL BLK,NON-DISTRIBUTION,36
GX CLEAN 5020M-1      55G DRUM,NON-DISTRIBUTION,476
CHEMPOL 323     350 LB   FDR,NON-DISTRIBUTION,350
PRI-COOL 654-HE      5GLPL,NON-DISTRIBUTION,41
CIMCLEAN MA303     55G / 208L WHITE PLASTIC DRUM,NON-DISTRIBUTION,405
DESTAIN BG     189L/50G,NON-DISTRIBUTION,547
GX PROOF 6151       330G TOTE,NON-DISTRIBUTION,2858
6421-32 - SYN 24000HR CENTRIFUGAL FLUID   5GL PAIL BLK,NON-DISTRIBUTION,36
6044-150 - SEMI-SYN GC LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
EP 92 HVI 55G DRUM,NON-DISTRIBUTION,402
VISCOOL 6325 NT   5G PAIL,NON-DISTRIBUTION,46.2585
TROJAN 68 AW   5G/19L PAIL,NON-DISTRIBUTION,38.610375
FCR OF RP1391LO-IND HT TREAT   BULK (GAL),NON-DISTRIBUTION,7.172350000000001
DURACUT CUTTING OIL 252   55G DRUM,NON-DISTRIBUTION,459.4913
ROCKCUT 465   5G PAIL,NON-DISTRIBUTION,51.98
VALRUST VC CONCENTRATE   5G PAIL,NON-DISTRIBUTION,42.485
CIMTECH 320     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,495
400 QUENCH OIL 330G TOTE (HEA-SPFRA & SPFRA04 ORDERS ONLY),NON-DISTRIBUTION,2376
UNI KLEEN 58     197L/52G,NON-DISTRIBUTION,575
ACCUDRAW 1905      250G TOTE,NON-DISTRIBUTION,1868
PERLUBE WL-68-D      55GL DRUM,NON-DISTRIBUTION,411
CIMPULSE 45MP     55G / 208L PINK STEEL DRUM (NET),NON-DISTRIBUTION,469
DOUBLE-LUBE GPO 68      208L/55G,NON-DISTRIBUTION,411
TECHNIBRITE AC 377     5G PAIL,NON-DISTRIBUTION,45
ALTRABRITE H 90      55G DRUM,NON-DISTRIBUTION,486
GF PREP 608     55G DRUM,NON-DISTRIBUTION,497
NIPLATE 200C     55GL DRUM,NON-DISTRIBUTION,540
CIMPERIAL 1060CF-HFP     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,39
CIMPERIAL 1060CF-HFP     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,430
GF PHOS 271ND      55G DRUM,NON-DISTRIBUTION,601
PERDRAW 1041      55GL DRUM,NON-DISTRIBUTION,363
SUMP CONDITIONER HSO   5G PAIL,NON-DISTRIBUTION,52.8975
NU-SAL     50 LB   BAG,NON-DISTRIBUTION,50
MET-ALL TERJ      208L/55G DRUM,NON-DISTRIBUTION,516
RUST PREVENT 100      1003L/265G,NON-DISTRIBUTION,2001
GF SOLV 200CL      55G DRUM,NON-DISTRIBUTION,353
PERCHEM 1140      5GLPL,NON-DISTRIBUTION,33
PERLUBE AW-46      5GLPL,NON-DISTRIBUTION,37
GF MASK 63P       55G DRUM,NON-DISTRIBUTION,470
HARDENING 120 RECTIFIER     100 LB   FDR,NON-DISTRIBUTION,100
PERKOTE 30-266-HC      55GL DRUM,NON-DISTRIBUTION,367
6243-22 - SEMI-SYN VAC-PUMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,35
VALRUST 249   55G DRUM,NON-DISTRIBUTION,416.6315489583333
PERKOTE 30-268-DG       55GL DRUM,NON-DISTRIBUTION,374
PERDRAW 9250      18.9L/5G,NON-DISTRIBUTION,45
2015-46 SYNTHETIC 8000 HOUR COMPRESSOR FLUID   5GL PAIL BLK,NON-DISTRIBUTION,36
GF PREP 618     1249L/330GL TOTE,NON-DISTRIBUTION,3000
GF PHOS 426     5GL PAIL,NON-DISTRIBUTION,47
FILMITE WB     (NEW)    189L/50G DRUM,NON-DISTRIBUTION,433
PERLUBE SYN-GO-150      5GLPL,NON-DISTRIBUTION,36
GX COOL 3890CSL     208L/55G,NON-DISTRIBUTION,450
PAINT LOK 550-MW-LT-ABF     BULK GALLONS,NON-DISTRIBUTION,9.22925
VISCOR CALIBRATION FLUID 3112 TYPE II   5G/19L PAIL TH,NON-DISTRIBUTION,36.7
DOUBLE-CUT PEARL 62       208L/55G,NON-DISTRIBUTION,456
CIMTECH 320Z     275G / 1041L TOTE,NON-DISTRIBUTION,2472
ACCUCUT B-1      55G DRUM,NON-DISTRIBUTION,422
STAR CUT 4864     55GL DRUM,NON-DISTRIBUTION,369
2082-320 - SYN FG GEAR LUBE   55GL DRUM BLK,NON-DISTRIBUTION,402
BLUE STAR XP 9900/460-2     3500#TOTE  BULK *D,NON-DISTRIBUTION,1
PERDRAW 2017-LV      55GL DRUM,NON-DISTRIBUTION,432
6042-32 - RUN-CLEAN AIR COMP LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
2399-40 - CALDERA 3 - FG HTF   1GL 4X1 CASE,NON-DISTRIBUTION,29
PX-5-L     197L/52G,NON-DISTRIBUTION,625
DOUBLE-CUT TOPAZ 77      18.9L/5G,NON-DISTRIBUTION,44
PEARL-Z 3421D       208L/55G,NON-DISTRIBUTION,449
BLUE STAR GP 8300/320     DRUM (30),NON-DISTRIBUTION,400
BLUE STAR XP 9900/460-1     120 LB  KEG   (LINED),NON-DISTRIBUTION,120
2090-9 - FG WHITE OIL   1GL 4X1 CASE,NON-DISTRIBUTION,27.4
PERKUT 301-GG     330GL TOTE,NON-DISTRIBUTION,2454
PERKUT 301-GG     55GL DRUM,NON-DISTRIBUTION,409
PERKUT 227-G      330GL PL TOTE,NON-DISTRIBUTION,2475
4415-150 - PAG GC LUBE   5GL PAIL BLK,NON-DISTRIBUTION,42
ACCUCUT 570-25     250GTOTE,NON-DISTRIBUTION,1953
BLUE COOL S2450     DRUM,NON-DISTRIBUTION,458
6627-85 - NXT 744-POE - MSC CO2 RC OIL   1GL 4X1 CASE MTL,NON-DISTRIBUTION,31
DRI-IT C      18.9L/5G,NON-DISTRIBUTION,43.299999999999976
GF PREP 631MF      55G DRUM,NON-DISTRIBUTION,535
PHOS DIP 38 MAKE-UP     193L/51G,NON-DISTRIBUTION,650
2243-32 - MIN-OIL AW HYDR FLUID   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
AUTO-CREW SPRAY WAX      208L/55G,NON-DISTRIBUTION,433
2284-68 - BIO HYDR FLUID   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
2733-32 - NXT 717-XLT - AM-RC OIL   55GL DRUM BLK,NON-DISTRIBUTION,393
4056-68 - PAG AC COMP LUBE-R1234YF+R134A   55GL DRUM BLK,NON-DISTRIBUTION,413
2211-68 - HIGH TACK CHAIN LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
PERLUBE ANTIFREEZE LS  6-1GL/CASE,NON-DISTRIBUTION,56
METAL CONDITIONER F-20     5GL PAIL,NON-DISTRIBUTION,43
RUST INHIBITOR XND     208L/55G,NON-DISTRIBUTION,471
PERLUBE VACUUM PUMP OIL-HV      5GLPL,NON-DISTRIBUTION,37
PERKOTE 10-230      5GLPL,NON-DISTRIBUTION,43
TROJAN 68 AW   55G/208L DRUM,NON-DISTRIBUTION,434.57107878787883
P.D.T. PLUS      208L/55G,NON-DISTRIBUTION,380
SURSOLV 2013      18.9L/5G,NON-DISTRIBUTION,41
PERKOOL 5250-B      55GL DRUM,NON-DISTRIBUTION,455
D-SOLV     5GL PAIL,NON-DISTRIBUTION,33
CU-STRIP 2     204L/54G,NON-DISTRIBUTION,480
6042-46 - RUN-CLEAN AIR COMP LUBE   5GL PAIL GRY,NON-DISTRIBUTION,37
VM&P NAPHTHA   55G DRUM,NON-DISTRIBUTION,380
MBC 449     5-GAL PAIL (TH),NON-DISTRIBUTION,56
6045-100 - SEMI-SYN 4000HR COMP LUBE   1QT 12X1 CASE,NON-DISTRIBUTION,22
PHOSPHATE CONDITIONER MGR II     100 LB   FDR,NON-DISTRIBUTION,100
PERKOTE 80-295-W      55GL DRUM,NON-DISTRIBUTION,427
DS-9-333     197L/52G,NON-DISTRIBUTION,516
SYNTHETIC COMPRESSOR LUBE 3046   55G/208L DRUM,NON-DISTRIBUTION,406.877
